gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
E745S_02291,5873.21408449786,-0.34175295849632,0.0665704495173051,-5.13370363238243,2.84095337925139e-07,4.78865969137279e-07
E745S_02383,10662.4543439106,-0.286769244200788,0.0560072036496159,-5.12022071294314,3.05178270320188e-07,5.14105292188696e-07
E745S_00407,108.707814582767,-0.931229966010912,0.182081510221354,-5.11435765706703,3.14810376641172e-07,5.30024873569955e-07
E745S_00222,78.2904911889432,-1.08224129896044,0.212010714691357,-5.10465379325734,3.3140066475535e-07,5.57634297747297e-07
E745S_02529,59.5862692743438,-1.25281579281784,0.24562559343206,-5.10050998885168,3.38739502207364e-07,5.69653778697653e-07
E745S_01775,492.854965874095,0.48362851998458,0.0948855282722923,5.09696819726518,3.45136282587685e-07,5.80076050007363e-07
E745S_00857,3399.37670868384,0.310805964996687,0.0611886854860324,5.07946792005582,3.78493428233218e-07,6.35772861850489e-07
E745S_01552,36.9541203169492,-1.61732650124164,0.318863721510267,-5.07215588396614,3.93333972454378e-07,6.60320180977333e-07
E745S_01297,52.3613876192094,1.33761896790055,0.263742383076453,5.07168757746763,3.94303343449866e-07,6.61184926718064e-07
E745S_02705,93.0196012359065,-0.982516311609035,0.193723241091682,-5.07175239311657,3.94169040982532e-07,6.61184926718064e-07
E745S_01737,69.638908913159,1.23065924653047,0.242692283672847,5.07086269042412,3.96016427604265e-07,6.63675199053549e-07
E745S_02979,24.7084604169623,-2.06249574993157,0.406748652958066,-5.07068858109828,3.96378925936568e-07,6.63900491024943e-07
E745S_00865,7861.98713698958,0.281804203704808,0.0556467923313653,5.06415899099307,4.10207199467862e-07,6.86666565641717e-07
E745S_00479,1321.13037231259,-0.369549384663757,0.0730819093902476,-5.05664654559602,4.2669300950527e-07,7.13852500384965e-07
E745S_02049,41533.9602338633,0.327429915173224,0.0649344449167496,5.04246884058239,4.59563607711613e-07,7.68403022428779e-07
E745S_00428,3754.81478950969,-0.352681310223378,0.070065309637474,-5.03360810147263,4.8133318221277e-07,8.04340352136264e-07
E745S_00671,1941.82950545006,0.320899804098782,0.0637625124390275,5.03273462452786,4.8353226300285e-07,8.07551587837806e-07
E745S_01357,101.015579404093,0.983599548623177,0.195544005830987,5.03006750037291,4.90307191975797e-07,8.1839692422107e-07
E745S_01252,1340.30605112459,-0.3643684828786,0.0724659274781052,-5.02813522932815,4.95272566530608e-07,8.26211141071977e-07
E745S_00522,2473.78774474311,0.345964839680907,0.0692159554517465,4.99833943522017,5.78261284412927e-07,9.64099999384898e-07
E745S_00141,6279.25401572482,-0.330429202227796,0.0661343804551394,-4.9963301985105,5.84315776591988e-07,9.73636648917731e-07
E745S_02288,172.973953582207,-0.782552998825639,0.156657814375141,-4.99530139589269,5.87439507655836e-07,9.78281697246074e-07
E745S_02031,771.080614293532,-0.447908659254038,0.0896913624545412,-4.99388845253693,5.91755844042054e-07,9.84906381936203e-07
E745S_02607,27.0551148558003,1.89109479184829,0.379252558605398,4.98637319363723,6.15232536285094e-07,1.02339537892909e-06
E745S_00068,333.447060241978,0.544532483064414,0.109447097534932,4.97530309463546,6.51456256290921e-07,1.08303207427919e-06
E745S_03075,125.741407459681,-0.906169268491803,0.182242505663166,-4.97232665449987,6.61541151352095e-07,1.09917025775454e-06
E745S_02485,124.789756360463,0.832514129389234,0.167600682164565,4.96724785745083,6.79097689471534e-07,1.12769730407966e-06
E745S_00700,3427.54233006538,-0.313793608334743,0.0632309022163994,-4.96266220053015,6.9533455130208e-07,1.15400164130009e-06
E745S_02253,286.250686742362,0.587887255163701,0.118580783871613,4.95769412184189,7.13347537752885e-07,1.18322204125279e-06
E745S_01899,7626.2492213239,0.331122867478036,0.066888113995924,4.95039922187391,7.4061400556469e-07,1.22774907186721e-06
E745S_00335,43.7647208877648,-1.46895244595129,0.297791363433619,-4.93282420622898,8.10490949725647e-07,1.34282251260749e-06
E745S_02024,524.725428705005,0.470101469871866,0.095310104777525,4.93233609352532,8.12519531711417e-07,1.34541772287368e-06
